ApplicationId,ApplicantName,DateOfBirth,Gender,AadhaarNumber,Mobile,Email,PresentAddress,PermanentAddress,Division,SubDivision,PoliceStation,PassportType,ApplicationPriority,TravelPurpose,TravelCountry,ApplicationStatus,AssignedConstable,FieldVisitCompleted,CriminalRecord,FirLinked,CourtCasePending,LookoutNotice,RejectionReason,OfficerRemarks,VerificationDate
PV-2026-HAV-0230,"Deepak Gowda",1971-12-07,Male,XXXX-XXXX-9547,9841829289,deepak.gowda33@example.com,"#145, Main Road, Haveri","#145, Main Road, Haveri",Belagavi,Haveri,Haveri Town PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0231,"Venkatesh Rao",1987-02-10,Male,XXXX-XXXX-9584,9841837208,venkatesh.rao34@example.com,"#160, Main Road, Haveri","#160, Main Road, Haveri",Belagavi,Haveri,Ranebennur PS,Tatkal,TATKAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0232,"Suresh Shekhar",2003-04-13,Male,XXXX-XXXX-9621,9841845127,suresh.shekhar35@example.com,"#175, Main Road, Haveri","#175, Main Road, Haveri",Belagavi,Haveri,Byadgi PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0233,"Vijay Joshi",1977-06-16,Male,XXXX-XXXX-9658,9841853046,vijay.joshi36@example.com,"#190, Main Road, Haveri","#190, Main Road, Haveri",Belagavi,Haveri,Haveri Town PS,Renewal,NORMAL,"Tourism",France,PENDING,"PC Anand Kumar T. (KSP-CON-7104)",false,false,,false,false,,,
PV-2026-HAV-0234,"Sanjay Pillai",1993-08-19,Male,XXXX-XXXX-9695,9841860965,sanjay.pillai37@example.com,"#205, Main Road, Haveri","#205, Main Road, Haveri",Belagavi,Haveri,Ranebennur PS,Fresh,NORMAL,"Tourism",Australia,PENDING,"PC Shivakumar N. (KSP-CON-6721)",false,false,,false,false,,,
PV-2026-HAV-0235,"Deepak Gowda",1967-10-22,Male,XXXX-XXXX-9732,9841868884,deepak.gowda38@example.com,"#220, Main Road, Haveri","#220, Main Road, Haveri",Belagavi,Haveri,Byadgi PS,Fresh,NORMAL,"Family Visit",Japan,PENDING,"WHC Savitha D. (KSP-CON-3310)",false,false,,false,false,,,
PV-2026-HAV-0236,"Venkatesh Rao",1983-12-25,Male,XXXX-XXXX-9769,9841876803,venkatesh.rao39@example.com,"#235, Main Road, Haveri","#235, Main Road, Haveri",Belagavi,Haveri,Haveri Town PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,FIELD_VISIT_DONE,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,,
PV-2026-HAV-0237,"Suresh Shekhar",1999-02-28,Male,XXXX-XXXX-9806,9841884722,suresh.shekhar40@example.com,"#250, Main Road, Haveri","#250, Main Road, Haveri",Belagavi,Haveri,Ranebennur PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,FIELD_VISIT_DONE,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,,
PV-2026-HAV-0238,"Vijay Joshi",1973-04-03,Male,XXXX-XXXX-9843,9841892641,vijay.joshi41@example.com,"#265, Main Road, Haveri","#265, Main Road, Haveri",Belagavi,Haveri,Byadgi PS,Tatkal,TATKAL,"Employment (Gulf)",United Arab Emirates,PENDING,"PC Ningappa H. (KSP-CON-8032)",false,false,,false,false,,,
PV-2026-HAV-0239,"Sanjay Pillai",1989-06-06,Male,XXXX-XXXX-9880,9841900560,sanjay.pillai42@example.com,"#280, Main Road, Haveri","#280, Main Road, Haveri",Belagavi,Haveri,Haveri Town PS,Renewal,URGENT,"Tourism",France,FLAGGED,"WHC Renuka B. (KSP-CON-3891)",true,true,FIR-2025-340/HAV,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-340/HAV. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-HAV-0240,"Deepak Gowda",2005-08-09,Male,XXXX-XXXX-9917,9841908479,deepak.gowda43@example.com,"#295, Main Road, Haveri","#295, Main Road, Haveri",Belagavi,Haveri,Ranebennur PS,Fresh,NORMAL,"Tourism",Australia,REJECTED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,"Address proof submitted found forged or non-verifiable","Application rejected by Police Sub-Inspector. Reason: Address proof submitted found forged or non-verifiable",2026-05-10T16:00:00
PV-2026-UTT-0241,"Rahul Verma",2003-06-08,Male,XXXX-XXXX-9954,9841916398,rahul.verma44@example.com,"#10, Main Road, Uttara Kannada","#10, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Karwar Town PS,Tatkal,TATKAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0242,"Girish Bhat",1977-08-11,Male,XXXX-XXXX-9991,9841924317,girish.bhat45@example.com,"#25, Main Road, Uttara Kannada","#25, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Bhatkal PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0243,"Sunil Das",1993-10-14,Male,XXXX-XXXX-1028,9841932236,sunil.das46@example.com,"#40, Main Road, Uttara Kannada","#40, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Sirsi Town PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0244,"Raghavendra Nambiar",1967-12-17,Male,XXXX-XXXX-1065,9841940155,raghavendra.nambiar47@example.com,"#55, Main Road, Uttara Kannada","#55, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Kumta PS,Renewal,NORMAL,"Tourism",Australia,VERIFIED,"PC Shivakumar N. (KSP-CON-6721)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0245,"Sachin Varma",1983-02-20,Male,XXXX-XXXX-1102,9841948074,sachin.varma48@example.com,"#70, Main Road, Uttara Kannada","#70, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Karwar Town PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0246,"Rahul Verma",1999-04-23,Male,XXXX-XXXX-1139,9841955993,rahul.verma49@example.com,"#85, Main Road, Uttara Kannada","#85, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Bhatkal PS,Tatkal,TATKAL,"Work Visa (USA)",United States of America,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0247,"Girish Bhat",1973-06-26,Male,XXXX-XXXX-1176,9841963912,girish.bhat50@example.com,"#100, Main Road, Uttara Kannada","#100, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Sirsi Town PS,Renewal,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0248,"Sunil Das",1989-08-01,Male,XXXX-XXXX-1213,9841971831,sunil.das51@example.com,"#115, Main Road, Uttara Kannada","#115, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Kumta PS,Fresh,URGENT,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Ningappa H. (KSP-CON-8032)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0249,"Raghavendra Nambiar",2005-10-04,Male,XXXX-XXXX-1250,9841979750,raghavendra.nambiar52@example.com,"#130, Main Road, Uttara Kannada","#130, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Karwar Town PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"WHC Renuka B. (KSP-CON-3891)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0250,"Sachin Varma",1979-12-07,Male,XXXX-XXXX-1287,9841987669,sachin.varma53@example.com,"#145, Main Road, Uttara Kannada","#145, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Bhatkal PS,Renewal,NORMAL,"Tourism",Australia,VERIFIED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0251,"Rahul Verma",1995-02-10,Male,XXXX-XXXX-1324,9841995588,rahul.verma54@example.com,"#160, Main Road, Uttara Kannada","#160, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Sirsi Town PS,Tatkal,TATKAL,"Family Visit",Japan,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0252,"Girish Bhat",1969-04-13,Male,XXXX-XXXX-1361,9842003507,girish.bhat55@example.com,"#175, Main Road, Uttara Kannada","#175, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Kumta PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-UTT-0253,"Sunil Das",1985-06-16,Male,XXXX-XXXX-1398,9842011426,sunil.das56@example.com,"#190, Main Road, Uttara Kannada","#190, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Karwar Town PS,Renewal,NORMAL,"Higher Studies (UK/Europe)",Germany,PENDING,"PC Chethan V. (KSP-CON-6245)",false,false,,false,false,,,
PV-2026-UTT-0254,"Raghavendra Nambiar",2001-08-19,Male,XXXX-XXXX-1435,9842019345,raghavendra.nambiar57@example.com,"#205, Main Road, Uttara Kannada","#205, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Bhatkal PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,PENDING,"PC Venkatesh G. (KSP-CON-5512)",false,false,,false,false,,,
PV-2026-UTT-0255,"Sachin Varma",1975-10-22,Male,XXXX-XXXX-1472,9842027264,sachin.varma58@example.com,"#220, Main Road, Uttara Kannada","#220, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Sirsi Town PS,Fresh,NORMAL,"Tourism",France,PENDING,"HC Basavaraj M. (KSP-CON-1890)",false,false,,false,false,,,
PV-2026-UTT-0256,"Rahul Verma",1991-12-25,Male,XXXX-XXXX-1509,9842035183,rahul.verma59@example.com,"#235, Main Road, Uttara Kannada","#235, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Kumta PS,Renewal,NORMAL,"Tourism",Australia,FIELD_VISIT_DONE,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,,
PV-2026-UTT-0257,"Girish Bhat",1965-02-28,Male,XXXX-XXXX-1546,9842043102,girish.bhat60@example.com,"#250, Main Road, Uttara Kannada","#250, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Karwar Town PS,Fresh,NORMAL,"Family Visit",Japan,FIELD_VISIT_DONE,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,,
PV-2026-UTT-0258,"Sunil Das",1981-04-03,Male,XXXX-XXXX-1583,9842051021,sunil.das61@example.com,"#265, Main Road, Uttara Kannada","#265, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Bhatkal PS,Tatkal,TATKAL,"Work Visa (USA)",United States of America,PENDING,"PC Anand Kumar T. (KSP-CON-7104)",false,false,,false,false,,,
PV-2026-UTT-0259,"Raghavendra Nambiar",1997-06-06,Male,XXXX-XXXX-1620,9842058940,raghavendra.nambiar62@example.com,"#280, Main Road, Uttara Kannada","#280, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Sirsi Town PS,Renewal,URGENT,"Higher Studies (UK/Europe)",Germany,FLAGGED,"PC Shivakumar N. (KSP-CON-6721)",true,true,FIR-2025-360/UTT,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-360/UTT. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-UTT-0260,"Sachin Varma",1971-08-09,Male,XXXX-XXXX-1657,9842066859,sachin.varma63@example.com,"#295, Main Road, Uttara Kannada","#295, Main Road, Uttara Kannada",Belagavi,Uttara Kannada,Kumta PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,REJECTED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,"Applicant failed to produce original documents during physical verification","Application rejected by Police Sub-Inspector. Reason: Applicant failed to produce original documents during physical verification",2026-05-10T16:00:00
PV-2026-VIJ-0261,"Venkatesh Shetty",1969-06-08,Male,XXXX-XXXX-1694,9842074778,venkatesh.shetty64@example.com,"#10, Main Road, Vijayapura","#10, Main Road, Vijayapura",Belagavi,Vijayapura,Gandhi Chowk PS,Tatkal,TATKAL,"Family Visit",Japan,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0262,"Suresh Kumar",1985-08-11,Male,XXXX-XXXX-1731,9842082697,suresh.kumar65@example.com,"#25, Main Road, Vijayapura","#25, Main Road, Vijayapura",Belagavi,Vijayapura,Gol Gumbaz PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0263,"Vijay Iyengar",2001-10-14,Male,XXXX-XXXX-1768,9842090616,vijay.iyengar66@example.com,"#40, Main Road, Vijayapura","#40, Main Road, Vijayapura",Belagavi,Vijayapura,Indi PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"PC Chethan V. (KSP-CON-6245)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0264,"Sanjay Nayak",1975-12-17,Male,XXXX-XXXX-1805,9842098535,sanjay.nayak67@example.com,"#55, Main Road, Vijayapura","#55, Main Road, Vijayapura",Belagavi,Vijayapura,Muddebihal PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Venkatesh G. (KSP-CON-5512)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0265,"Deepak Choudhury",1991-02-20,Male,XXXX-XXXX-1842,9842106454,deepak.choudhury68@example.com,"#70, Main Road, Vijayapura","#70, Main Road, Vijayapura",Belagavi,Vijayapura,Gandhi Chowk PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0266,"Venkatesh Shetty",1965-04-23,Male,XXXX-XXXX-1879,9842114373,venkatesh.shetty69@example.com,"#85, Main Road, Vijayapura","#85, Main Road, Vijayapura",Belagavi,Vijayapura,Gol Gumbaz PS,Tatkal,TATKAL,"Tourism",Australia,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0267,"Suresh Kumar",1981-06-26,Male,XXXX-XXXX-1916,9842122292,suresh.kumar70@example.com,"#100, Main Road, Vijayapura","#100, Main Road, Vijayapura",Belagavi,Vijayapura,Indi PS,Renewal,NORMAL,"Family Visit",Japan,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0268,"Vijay Iyengar",1997-08-01,Male,XXXX-XXXX-1953,9842130211,vijay.iyengar71@example.com,"#115, Main Road, Vijayapura","#115, Main Road, Vijayapura",Belagavi,Vijayapura,Muddebihal PS,Fresh,URGENT,"Work Visa (USA)",United States of America,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0269,"Sanjay Nayak",1971-10-04,Male,XXXX-XXXX-1990,9842138130,sanjay.nayak72@example.com,"#130, Main Road, Vijayapura","#130, Main Road, Vijayapura",Belagavi,Vijayapura,Gandhi Chowk PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"PC Shivakumar N. (KSP-CON-6721)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0270,"Deepak Choudhury",1987-12-07,Male,XXXX-XXXX-2027,9842146049,deepak.choudhury73@example.com,"#145, Main Road, Vijayapura","#145, Main Road, Vijayapura",Belagavi,Vijayapura,Gol Gumbaz PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0271,"Venkatesh Shetty",2003-02-10,Male,XXXX-XXXX-2064,9842153968,venkatesh.shetty74@example.com,"#160, Main Road, Vijayapura","#160, Main Road, Vijayapura",Belagavi,Vijayapura,Indi PS,Tatkal,TATKAL,"Tourism",France,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0272,"Suresh Kumar",1977-04-13,Male,XXXX-XXXX-2101,9842161887,suresh.kumar75@example.com,"#175, Main Road, Vijayapura","#175, Main Road, Vijayapura",Belagavi,Vijayapura,Muddebihal PS,Fresh,NORMAL,"Tourism",Australia,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-VIJ-0273,"Vijay Iyengar",1993-06-16,Male,XXXX-XXXX-2138,9842169806,vijay.iyengar76@example.com,"#190, Main Road, Vijayapura","#190, Main Road, Vijayapura",Belagavi,Vijayapura,Gandhi Chowk PS,Renewal,NORMAL,"Family Visit",Japan,PENDING,"PC Ningappa H. (KSP-CON-8032)",false,false,,false,false,,,
PV-2026-VIJ-0274,"Sanjay Nayak",1967-08-19,Male,XXXX-XXXX-2175,9842177725,sanjay.nayak77@example.com,"#205, Main Road, Vijayapura","#205, Main Road, Vijayapura",Belagavi,Vijayapura,Gol Gumbaz PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,PENDING,"WHC Renuka B. (KSP-CON-3891)",false,false,,false,false,,,
PV-2026-VIJ-0275,"Deepak Choudhury",1983-10-22,Male,XXXX-XXXX-2212,9842185644,deepak.choudhury78@example.com,"#220, Main Road, Vijayapura","#220, Main Road, Vijayapura",Belagavi,Vijayapura,Indi PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,PENDING,"WPC Geetha R. (KSP-CON-4902)",false,false,,false,false,,,
PV-2026-VIJ-0276,"Venkatesh Shetty",1999-12-25,Male,XXXX-XXXX-2249,9842193563,venkatesh.shetty79@example.com,"#235, Main Road, Vijayapura","#235, Main Road, Vijayapura",Belagavi,Vijayapura,Muddebihal PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,FIELD_VISIT_DONE,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,,
PV-2026-VIJ-0277,"Suresh Kumar",1973-02-28,Male,XXXX-XXXX-2286,9842201482,suresh.kumar80@example.com,"#250, Main Road, Vijayapura","#250, Main Road, Vijayapura",Belagavi,Vijayapura,Gandhi Chowk PS,Fresh,NORMAL,"Tourism",France,FIELD_VISIT_DONE,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,,
PV-2026-VIJ-0278,"Vijay Iyengar",1989-04-03,Male,XXXX-XXXX-2323,9842209401,vijay.iyengar81@example.com,"#265, Main Road, Vijayapura","#265, Main Road, Vijayapura",Belagavi,Vijayapura,Gol Gumbaz PS,Tatkal,TATKAL,"Tourism",Australia,PENDING,"PC Chethan V. (KSP-CON-6245)",false,false,,false,false,,,
